symbol,Scientific Name,Common Name,Duration,Growth_Habit
RAOR,Ranunculus oreogenes,Oregon buttercup,Perennial,Forb/herb
RAPE,Ranunculus pedatifidus,surefoot buttercup,Perennial,Forb/herb
RAPEA,Ranunculus pedatifidus var. affinis,northern buttercup,Perennial,Forb/herb
RAPY,Ranunculus pygmaeus,pygmy buttercup,Perennial,Forb/herb
RAPYP2,Ranunculus pygmaeus var. pygmaeus,pygmy buttercup,Perennial,Forb/herb
RARA,Ranunculus ranunculinus,tadpole buttercup,Perennial,Forb/herb
RARE3,Ranunculus repens,creeping buttercup,Perennial,Forb/herb
RATR,Ranunculus trichophyllus,threadleaf crowfoot,Perennial,Forb/herb
RATRT,Ranunculus trichophyllus var. trichophyllus,threadleaf crowfoot,Perennial,Forb/herb
RACO3,Ratibida columnifera,upright prairie coneflower,Perennial,Forb/herb
RATA,Ratibida tagetes,green prairie coneflower,Perennial,Forb/herb
REFL,Redfieldia flexuosa,blowout grass,Perennial,Graminoid
RHCA3,Rhamnus cathartica,common buckthorn,Perennial,"Tree, Shrub"
RHSM,Rhamnus smithii,Smith's buckthorn,Perennial,Shrub
RHRH2,Rheum rhabarbarum,garden rhubarb,Perennial,Forb/herb
RHIN11,Rhodiola integrifolia,ledge stonecrop,Perennial,Forb/herb
RHINI,Rhodiola integrifolia ssp. integrifolia,ledge stonecrop,Perennial,Forb/herb
RHINP,Rhodiola integrifolia ssp. procera,ledge stonecrop,Perennial,Forb/herb
RHRH4,Rhodiola rhodantha,redpod stonecrop,Perennial,Forb/herb
RHAL2,Rhododendron albiflorum,Cascade azalea,Perennial,Shrub
RHALW,Rhododendron albiflorum var. warrenii,Cascade azalea,Perennial,Shrub
RHGL,Rhus glabra,smooth sumac,Perennial,"Tree, Shrub"
RHTR,Rhus trilobata,skunkbush sumac,Perennial,Shrub
RHTRP,Rhus trilobata var. pilosissima,pubescent skunkbush sumac,Perennial,Shrub
RHTRS,Rhus trilobata var. simplicifolia,skunkbush sumac,Perennial,Shrub
RHTRT,Rhus trilobata var. trilobata,skunkbush sumac,Perennial,Shrub
RIAM2,Ribes americanum,American black currant,Perennial,Shrub
RIAU,Ribes aureum,golden currant,Perennial,Shrub
RIAUA,Ribes aureum var. aureum,golden currant,Perennial,Shrub
RIAUV,Ribes aureum var. villosum,golden currant,Perennial,Shrub
RICE,Ribes cereum,wax currant,Perennial,Shrub
RICEC2,Ribes cereum var. cereum,wax currant,Perennial,Shrub
RICEP,Ribes cereum var. pedicellare,whisky currant,Perennial,Shrub
RIIN2,Ribes inerme,whitestem gooseberry,Perennial,Shrub
RIINI,Ribes inerme var. inerme,whitestem gooseberry,Perennial,Shrub
RILA,Ribes lacustre,prickly currant,Perennial,Shrub
RILA3,Ribes laxiflorum,trailing black currant,Perennial,"Vine, Shrub"
RILE,Ribes leptanthum,trumpet gooseberry,Perennial,Shrub
RIMO2,Ribes montigenum,gooseberry currant,Perennial,Shrub
RINI2,Ribes niveum,snow currant,Perennial,Shrub
RIOX,Ribes oxyacanthoides,Canadian gooseberry,Perennial,Shrub
RIOXS,Ribes oxyacanthoides ssp. setosum,inland gooseberry,Perennial,Shrub
RIVI3,Ribes viscosissimum,sticky currant,Perennial,Shrub
RIWO,Ribes wolfii,Wolf's currant,Perennial,Shrub
ROHI,Robinia hispida,bristly locust,Perennial,"Tree, Shrub"
ROHIH,Robinia hispida var. hispida,bristly locust,Perennial,"Tree, Shrub"
ROHO,Robinia ×holdtii,hybrid locust,Perennial,Tree
RONE,Robinia neomexicana,New Mexico locust,Perennial,"Tree, Shrub"
RONEN,Robinia neomexicana var. neomexicana,New Mexico locust,Perennial,"Tree, Shrub"
ROPS,Robinia pseudoacacia,black locust,Perennial,Tree
ROCO2,Rorippa coloradensis,San Luis yellowcress,Perennial,Forb/herb
ROSI2,Rorippa sinuata,spreading yellowcress,Perennial,Forb/herb
ROSY,Rorippa sylvestris,creeping yellowcress,Perennial,Forb/herb
ROAC,Rosa acicularis,prickly rose,Perennial,Subshrub
ROACS,Rosa acicularis ssp. sayi,prickly rose,Perennial,Subshrub
ROAR3,Rosa arkansana,prairie rose,Perennial,Subshrub
ROARA,Rosa arkansana var. arkansana,prairie rose,Perennial,Subshrub
ROARS,Rosa arkansana var. suffulta,prairie rose,Perennial,Subshrub
ROFE5,Rosa ferruiginea,redleaf rose,Perennial,Subshrub
ROMA3,Rosa manca,Mancos rose,Perennial,Subshrub
RONU,Rosa nutkana,Nootka rose,Perennial,Subshrub
RONUH,Rosa nutkana var. hispida,bristly Nootka rose,Perennial,Subshrub
RORU82,Rosa rubiginosa,sweetbriar rose,Perennial,Subshrub
ROWO,Rosa woodsii,Woods' rose,Perennial,Subshrub
ROWOU,Rosa woodsii var. ultramontana,Woods' rose,Perennial,Subshrub
RUAR,Rubus arcticus,arctic raspberry,Perennial,"Subshrub, Forb/herb"
RUARA2,Rubus arcticus ssp. acaulis,dwarf raspberry,Perennial,"Subshrub, Forb/herb"
RUAR9,Rubus armeniacus,Himalayan blackberry,Perennial,Subshrub
RUDE,Rubus deliciosus,delicious raspberry,Perennial,"Vine, Subshrub"
RUID,Rubus idaeus,American red raspberry,Perennial,Subshrub
RUIDS2,Rubus idaeus ssp. strigosus,grayleaf red raspberry,Perennial,Subshrub
RULA,Rubus laciniatus,cutleaf blackberry,Perennial,"Vine, Subshrub"
RUNE,Rubus neomexicanus,New Mexico raspberry,Perennial,Subshrub
RUOC,Rubus occidentalis,black raspberry,Perennial,Subshrub
RUPA,Rubus parviflorus,thimbleberry,Perennial,Subshrub
RUPAP2,Rubus parviflorus var. parviflorus,thimbleberry,Perennial,Subshrub
RUPU,Rubus pubescens,dwarf red blackberry,Perennial,"Subshrub, Forb/herb"
RUPUP2,Rubus pubescens var. pubescens,dwarf red blackberry,Perennial,"Subshrub, Forb/herb"
RULA3,Rudbeckia laciniata,cutleaf coneflower,Perennial,"Subshrub, Forb/herb"
RULAA,Rudbeckia laciniata var. ampla,cutleaf coneflower,Perennial,"Subshrub, Forb/herb"
RULAL,Rudbeckia laciniata var. laciniata,cutleaf coneflower,Perennial,"Subshrub, Forb/herb"
RUMO9,Rudbeckia montana,montane coneflower,Perennial,Forb/herb
RUTR2,Rudbeckia triloba,browneyed Susan,Perennial,Forb/herb
RUTRT,Rudbeckia triloba var. triloba,browneyed Susan,Perennial,Forb/herb
RUAC3,Rumex acetosella,common sheep sorrel,Perennial,Forb/herb
RUAL4,Rumex altissimus,pale dock,Perennial,Forb/herb
RUAQ,Rumex aquaticus,western dock,Perennial,Forb/herb
RUAQF,Rumex aquaticus var. fenestratus,western dock,Perennial,Forb/herb
RUCR,Rumex crispus,curly dock,Perennial,Forb/herb
RUCRC,Rumex crispus ssp. crispus,curly dock,Perennial,Forb/herb
RUDE2,Rumex densiflorus,denseflowered dock,Perennial,Forb/herb
RUHY,Rumex hymenosepalus,canaigre dock,Perennial,Forb/herb
RUOB,Rumex obtusifolius,bitter dock,Perennial,Forb/herb
RUPA5,Rumex patientia,patience dock,Perennial,Forb/herb
RUPA6,Rumex paucifolius,alpine sheep sorrel,Perennial,Forb/herb
RUPAP,Rumex paucifolius ssp. paucifolius,alpine sheep sorrel,Perennial,Forb/herb
RUSA,Rumex salicifolius,willow dock,Perennial,Forb/herb
RUSAD,Rumex salicifolius var. denticulatus,toothed willow dock,Perennial,Forb/herb
RUSAM,Rumex salicifolius var. mexicanus,Mexican dock,Perennial,Forb/herb
RUST4,Rumex stenophyllus,narrowleaf dock,Perennial,Forb/herb
RUVE2,Rumex venosus,veiny dock,Perennial,Forb/herb
RUCI2,Ruppia cirrhosa,spiral ditchgrass,Perennial,Forb/herb
SARA3,Saccharum ravennae,ravennagrass,Perennial,Graminoid
SAPR,Sagina procumbens,birdeye pearlwort,Perennial,Forb/herb
SABR8,Sagittaria brevirostra,shortbeak arrowhead,Perennial,Forb/herb
SACA21,Sagittaria calycina,hooded arrowhead,Perennial,Forb/herb
SACAC,Sagittaria calycina var. calycina,hooded arrowhead,Perennial,Forb/herb
SACU,Sagittaria cuneata,arumleaf arrowhead,Perennial,Forb/herb
SAGR,Sagittaria graminea,grassy arrowhead,Perennial,Forb/herb
SAGRG,Sagittaria graminea var. graminea,grassy arrowhead,Perennial,Forb/herb
SALA2,Sagittaria latifolia,broadleaf arrowhead,Perennial,Forb/herb
SALO2,Sagittaria longiloba,longbarb arrowhead,Perennial,Forb/herb
SAAL2,Salix alba,white willow,Perennial,Tree
SAAM2,Salix amygdaloides,peachleaf willow,Perennial,"Tree, Shrub"
SAAR14,Salix arizonica,Arizona willow,Perennial,Shrub
SABA3,Salix barclayi,Barclay's willow,Perennial,"Tree, Shrub"
SABE2,Salix bebbiana,Bebb willow,Perennial,"Tree, Shrub"
SABO2,Salix boothii,Booth's willow,Perennial,Shrub
SABR,Salix brachycarpa,shortfruit willow,Perennial,Shrub
SABRB7,Salix brachycarpa var. brachycarpa,shortfruit willow,Perennial,Shrub
SACA37,Salix calcicola,woolly willow,Perennial,Shrub
SACA4,Salix candida,sageleaf willow,Perennial,Shrub
SACA6,Salix cascadensis,cascade willow,Perennial,Shrub
SADI,Salix discolor,pussy willow,Perennial,"Tree, Shrub"
SADR,Salix drummondiana,Drummond's willow,Perennial,Shrub
SAER,Salix eriocephala,Missouri River willow,Perennial,"Tree, Shrub"
SAEX,Salix exigua,narrowleaf willow,Perennial,"Tree, Shrub"
SAFR,Salix fragilis,crack willow,Perennial,Tree
SAGE2,Salix geyeriana,Geyer willow,Perennial,"Tree, Shrub"
SAGL3,Salix ×glatfelteri,hybrid willow,Perennial,Tree
SAGL,Salix glauca,grayleaf willow,Perennial,"Tree, Shrub"
SAGLG,Salix glauca ssp. glauca,grayleaf willow,Perennial,"Tree, Shrub"
SAGLV,Salix glauca ssp. glauca var. villosa,grayleaf willow,Perennial,"Tree, Shrub"
SAGO,Salix gooddingii,Goodding's willow,Perennial,Tree
SAIN3,Salix interior,sandbar willow,Perennial,"Shrub, Tree"
SAIR,Salix irrorata,dewystem willow,Perennial,Shrub
SALE,Salix lemmonii,Lemmon's willow,Perennial,Shrub
SALI,Salix ligulifolia,strapleaf willow,Perennial,"Tree, Shrub"
SALU,Salix lucida,shining willow,Perennial,"Tree, Shrub"
SALUC,Salix lucida ssp. caudata,greenleaf willow,Perennial,"Tree, Shrub"
SALUL,Salix lucida ssp. lasiandra,Pacific willow,Perennial,"Tree, Shrub"
SALU2,Salix lutea,yellow willow,Perennial,"Tree, Shrub"
SAMA13,Salix matsudana,corkscrew willow,Perennial,Shrub
SAME2,Salix melanopsis,dusky willow,Perennial,"Tree, Shrub"
SAMO2,Salix monticola,park willow,Perennial,"Tree, Shrub"
SAMY,Salix myrtillifolia,blueberry willow,Perennial,"Tree, Shrub"
SANI,Salix nigra,black willow,Perennial,Tree
SANI8,Salix nivalis,snow willow,Perennial,"Subshrub, Shrub"
SAOR,Salix orestera,Sierra willow,Perennial,Shrub
SAPE12,Salix ×pendulina,Wisconsin weeping willow,Perennial,"Shrub, Tree"
SAPE4,Salix pentandra,laurel willow,Perennial,Tree
SAPE5,Salix petiolaris,meadow willow,Perennial,"Tree, Shrub"
SAPE18,Salix petrophila,alpine willow,Perennial,Shrub
SAPL2,Salix planifolia,diamondleaf willow,Perennial,"Tree, Subshrub, Shrub"
SAPLP4,Salix planifolia ssp. planifolia,diamondleaf willow,Perennial,"Shrub, Subshrub, Tree"
SAPR7,Salix ×princeps-ourayi,hybrid willow,Perennial,Tree
SAPU2,Salix purpurea,purpleosier willow,Perennial,"Tree, Shrub"
SARU3,Salix ×rubens,hybrid crack willow,Perennial,Tree
SASC,Salix scouleriana,Scouler's willow,Perennial,"Tree, Shrub"
SASE2,Salix serissima,autumn willow,Perennial,"Tree, Shrub"
SAWO,Salix wolfii,Wolf's willow,Perennial,Shrub
SAAZ,Salvia azurea,azure blue sage,Perennial,Forb/herb
SAAZG,Salvia azurea var. grandiflora,pitcher sage,Perennial,Forb/herb
SAPR2,Salvia pratensis,introduced sage,Perennial,Forb/herb
SASY,Salvia ×sylvestris,woodland sage,Perennial,Forb/herb
SANI4,Sambucus nigra,black elderberry,Perennial,"Tree, Shrub"
SANIC4,Sambucus nigra ssp. canadensis,American black elderberry,Perennial,"Tree, Shrub"
SANIC5,Sambucus nigra ssp. cerulea,blue elderberry,Perennial,"Shrub, Tree"
SARA2,Sambucus racemosa,red elderberry,Perennial,"Tree, Shrub"
SARAM4,Sambucus racemosa var. melanocarpa,Rocky Mountain elder,Perennial,"Tree, Shrub"
SARAR3,Sambucus racemosa var. racemosa,red elderberry,Perennial,"Tree, Shrub"
SAMI3,Sanguisorba minor,small burnet,Perennial,Forb/herb
SAMIB2,Sanguisorba minor ssp. balearica,small burnet,Perennial,Forb/herb
SAMA2,Sanicula marilandica,Maryland sanicle,Perennial,Forb/herb
SASA4,Sapindus saponaria,wingleaf soapberry,Perennial,"Tree, Shrub"
SASAD,Sapindus saponaria var. drummondii,western soapberry,Perennial,"Tree, Shrub"
SAOF4,Saponaria officinalis,bouncingbet,Perennial,Forb/herb
SAVE4,Sarcobatus vermiculatus,greasewood,Perennial,Shrub
SAWE,Saussurea weberi,Weber's saw-wort,Perennial,"Forb/herb, Subshrub"
SAAD,Saxifraga adscendens,wedgeleaf saxifrage,Perennial,Forb/herb
SAADO2,Saxifraga adscendens ssp. oregonensis,small saxifrage,Perennial,Forb/herb
SABR6,Saxifraga bronchialis,yellowdot saxifrage,Perennial,Forb/herb
SABRA2,Saxifraga bronchialis ssp. austromontana,matted saxifrage,Perennial,Forb/herb
SACA50,Saxifraga caespitosa,tufted alpine saxifrage,Perennial,Forb/herb
SACAD2,Saxifraga caespitosa ssp. delicatula,tufted alpine saxifrage,Perennial,Forb/herb
SACAM2,Saxifraga caespitosa ssp. monticola,tufted alpine saxifrage,Perennial,Forb/herb
SACE2,Saxifraga cernua,nodding saxifrage,Perennial,Forb/herb
SACH4,Saxifraga chrysantha,goldbloom saxifrage,Perennial,Forb/herb
SAFL6,Saxifraga flagellaris,whiplash saxifrage,Perennial,Forb/herb
SAFLC,Saxifraga flagellaris ssp. crandallii,Crandall's saxifrage,Perennial,Forb/herb
SAFO4,Saxifraga foliolosa,leafystem saxifrage,Perennial,Forb/herb
SAHI3,Saxifraga hirculus,yellow marsh saxifrage,Perennial,Forb/herb
SAHIH2,Saxifraga hirculus ssp. hirculus,yellow marsh saxifrage,Perennial,Forb/herb
SAOC4,Saxifraga occidentalis,Alberta saxifrage,Perennial,Forb/herb
SAOD2,Saxifraga odontoloma,brook saxifrage,Perennial,Forb/herb
SAOP,Saxifraga oppositifolia,purple mountain saxifrage,Perennial,Forb/herb
SAOPO,Saxifraga oppositifolia ssp. oppositifolia,purple mountain saxifrage,Perennial,Forb/herb
SAOR2,Saxifraga oregana,Oregon saxifrage,Perennial,Forb/herb
SARH2,Saxifraga rhomboidea,diamondleaf saxifrage,Perennial,Forb/herb
SARI8,Saxifraga rivularis,weak saxifrage,Perennial,Forb/herb
SCSC15,Scabrethia scabra,badlands mule-ears,Perennial,"Forb/herb, Subshrub"
SCSCC,Scabrethia scabra ssp. canescens,badlands mule-ears,Perennial,"Forb/herb, Subshrub"
SCSCS5,Scabrethia scabra ssp. scabra,badlands mule-ears,Perennial,"Forb/herb, Subshrub"
SCPA,Schedonnardus paniculatus,tumblegrass,Perennial,Graminoid
SCAR7,Schedonorus arundinaceus,tall fescue,Perennial,Graminoid
SCPR4,Schedonorus pratensis,meadow fescue,Perennial,Graminoid
SCPU,Schizachne purpurascens,false melic,Perennial,Graminoid
SCSC,Schizachyrium scoparium,little bluestem,Perennial,Graminoid
SCSCS,Schizachyrium scoparium var. scoparium,little bluestem,Perennial,Graminoid
SCLI12,Schoenocrambe linearifolia,slimleaf plainsmustard,Perennial,"Subshrub, Forb/herb"
SCLI,Schoenocrambe linifolia,flaxleaf plainsmustard,Perennial,Forb/herb
SCSA11,Schoenoplectiella saximontana,Rocky Mountain bulrush,Perennial,Graminoid
SCAC3,Schoenoplectus acutus,hardstem bulrush,Perennial,Graminoid
SCACA,Schoenoplectus acutus var. acutus,hardstem bulrush,Perennial,Graminoid
SCACO2,Schoenoplectus acutus var. occidentalis,tule,Perennial,Graminoid
SCAM6,Schoenoplectus americanus,chairmaker's bulrush,Perennial,Graminoid
SCPU10,Schoenoplectus pungens,common threesquare,Perennial,Graminoid
SCPUL4,Schoenoplectus pungens var. longispicatus,common threesquare,Perennial,Graminoid
SCPUP5,Schoenoplectus pungens var. pungens,common threesquare,Perennial,Graminoid
SCTA2,Schoenoplectus tabernaemontani,softstem bulrush,Perennial,Graminoid
SCMI2,Scirpus microcarpus,panicled bulrush,Perennial,Graminoid
SCNE,Scirpus nevadensis,Nevada bulrush,Perennial,Graminoid
SCPA8,Scirpus pallidus,cloaked bulrush,Perennial,Graminoid
SCPE4,Scirpus pendulus,rufous bulrush,Perennial,Graminoid
SCGL3,Sclerocactus glaucus,Colorado hookless cactus,Perennial,Shrub
SCME4,Sclerocactus mesae-verdae,Mesa Verde fishhook cactus,Perennial,Shrub
SCPA9,Sclerocactus parviflorus,smallflower fishhook cactus,Perennial,Shrub
SCPAI2,Sclerocactus parviflorus ssp. intermedius,intermediate fishhook cactus,Perennial,Shrub
SCPAP,Sclerocactus parviflorus ssp. parviflorus,smallflower fishhook cactus,Perennial,Shrub
SCBR2,Scleropogon brevifolius,burrograss,Perennial,Graminoid
SCLA6,Scorzonera laciniata,cutleaf vipergrass,Perennial,Forb/herb
SCLA,Scrophularia lanceolata,lanceleaf figwort,Perennial,Forb/herb
SCBR3,Scutellaria brittonii,Britton's skullcap,Perennial,Forb/herb
SCGA,Scutellaria galericulata,marsh skullcap,Perennial,Forb/herb
SCLA2,Scutellaria lateriflora,blue skullcap,Perennial,Forb/herb
SCLAL2,Scutellaria lateriflora var. lateriflora,blue skullcap,Perennial,Forb/herb
SCRE3,Scutellaria resinosa,sticky skullcap,Perennial,"Subshrub, Forb/herb"
SEVA4,Securigera varia,crownvetch,Perennial,"Forb/herb, Vine"
SEAC,Sedum acre,goldmoss stonecrop,Perennial,Forb/herb
SELA,Sedum lanceolatum,spearleaf stonecrop,Perennial,Forb/herb
SELAL,Sedum lanceolatum ssp. lanceolatum,spearleaf stonecrop,Perennial,Forb/herb
SELAS,Sedum lanceolatum ssp. subalpinum,subalpine stonecrop,Perennial,Forb/herb
SEDE2,Selaginella densa,lesser spikemoss,Perennial,Forb/herb
SEDED,Selaginella densa var. densa,lesser spikemoss,Perennial,Forb/herb
SEDES,Selaginella densa var. scopulorum,Rocky Mountain spikemoss,Perennial,Forb/herb
SEDES2,Selaginella densa var. standleyi,Standley's spikemoss,Perennial,Forb/herb
SEMU,Selaginella mutica,bluntleaf spikemoss,Perennial,Forb/herb
SEMUM,Selaginella mutica var. mutica,bluntleaf spikemoss,Perennial,Forb/herb
SESE,Selaginella selaginoides,club spikemoss,Perennial,Forb/herb
SEUN,Selaginella underwoodii,Underwood's spikemoss,Perennial,Forb/herb
SEWE3,Selaginella weatherbiana,Weatherby's spikemoss,Perennial,Forb/herb
SEAM,Senecio amplectens,showy alpine ragwort,Perennial,Forb/herb
SEAMA,Senecio amplectens var. amplectens,showy alpine ragwort,Perennial,Forb/herb
SEAMH,Senecio amplectens var. holmii,Holm's ragwort,Perennial,Forb/herb
SEAT,Senecio atratus,tall blacktip ragwort,Perennial,Forb/herb
SEBI2,Senecio bigelovii,nodding ragwort,Perennial,Forb/herb
SEBIH,Senecio bigelovii var. hallii,Hall's ragwort,Perennial,Forb/herb
SECR,Senecio crassulus,thickleaf ragwort,Perennial,Forb/herb
SEER2,Senecio eremophilus,desert ragwort,Perennial,"Subshrub, Forb/herb"
SEERK,Senecio eremophilus var. kingii,King's ragwort,Perennial,"Subshrub, Forb/herb"
SEFL3,Senecio flaccidus,threadleaf ragwort,Perennial,"Subshrub, Forb/herb"
SEFLD,Senecio flaccidus var. douglasii,Douglas' ragwort,Perennial,"Subshrub, Forb/herb"
SEFLF,Senecio flaccidus var. flaccidus,threadleaf ragwort,Perennial,"Subshrub, Forb/herb"
SEFR3,Senecio fremontii,dwarf mountain ragwort,Perennial,Forb/herb
SEFRB,Senecio fremontii var. blitoides,dwarf mountain ragwort,Perennial,Forb/herb
SEFRI,Senecio fremontii var. inexpectatus,dwarf mountain ragwort,Perennial,Forb/herb
SERA,Senecio rapifolius,openwoods ragwort,Perennial,"Subshrub, Forb/herb"
SERI2,Senecio riddellii,Riddell's ragwort,Perennial,"Subshrub, Forb/herb"
SESE2,Senecio serra,tall ragwort,Perennial,"Subshrub, Forb/herb"
SESEA,Senecio serra var. admirabilis,tall ragwort,Perennial,"Subshrub, Forb/herb"
SESES,Senecio serra var. serra,tall ragwort,Perennial,"Subshrub, Forb/herb"
SESO,Senecio soldanella,Colorado ragwort,Perennial,Forb/herb
SESP3,Senecio spartioides,broom-like ragwort,Perennial,"Subshrub, Forb/herb"
SESPM,Senecio spartioides var. multicapitatus,broom-like ragwort,Perennial,"Forb/herb, Subshrub"
SESPS2,Senecio spartioides var. spartioides,broom-like ragwort,Perennial,"Forb/herb, Subshrub"
SESP4,Senecio sphaerocephalus,ballhead ragwort,Perennial,Forb/herb
SETA,Senecio taraxacoides,dandelion ragwort,Perennial,Forb/herb
SETR,Senecio triangularis,arrowleaf ragwort,Perennial,"Subshrub, Forb/herb"
SEWO,Senecio wootonii,Wooton's ragwort,Perennial,"Subshrub, Forb/herb"
SELE6,Setaria leucopila,streambed bristlegrass,Perennial,Graminoid
SEVU2,Setaria vulpiseta,plains bristlegrass,Perennial,Graminoid
SHAR,Shepherdia argentea,silver buffaloberry,Perennial,"Tree, Shrub"
SHCA,Shepherdia canadensis,russet buffaloberry,Perennial,Shrub
SIPR,Sibbaldia procumbens,creeping sibbaldia,Perennial,"Subshrub, Forb/herb"
SICA3,Sidalcea candida,white checkerbloom,Perennial,Forb/herb
SICAC4,Sidalcea candida var. candida,white checkerbloom,Perennial,Forb/herb
SICAG3,Sidalcea candida var. glabrata,white checkerbloom,Perennial,Forb/herb
SINE3,Sidalcea neomexicana,salt spring checkerbloom,Perennial,"Subshrub, Forb/herb"
SINEN,Sidalcea neomexicana ssp. neomexicana,salt spring checkerbloom,Perennial,"Subshrub, Forb/herb"
SIAC,Silene acaulis,moss campion,Perennial,Forb/herb
SIACS2,Silene acaulis var. subacaulescens,moss campion,Perennial,Forb/herb
SIDI4,Silene dioica,red catchfly,Perennial,Forb/herb
SIDR,Silene drummondii,Drummond's campion,Perennial,Forb/herb
SIDRD,Silene drummondii var. drummondii,Drummond's campion,Perennial,Forb/herb
SIDRK,Silene drummondii var. kruckebergii,Kruckeberg's campion,Perennial,Forb/herb
SIDRS,Silene drummondii var. striata,Drummond's campion,Perennial,Forb/herb
SIKI,Silene kingii,King's campion,Perennial,Forb/herb
SIME,Silene menziesii,Menzies' campion,Perennial,Forb/herb
SIMEM,Silene menziesii ssp. menziesii,Menzies' campion,Perennial,Forb/herb
SIMEM2,Silene menziesii ssp. menziesii var. menziesii,Menzies' campion,Perennial,Forb/herb
SIMEV2,Silene menziesii ssp. menziesii var. viscosa,Menzies' campion,Perennial,Forb/herb
SISC7,Silene scouleri,simple campion,Perennial,Forb/herb
SISCH,Silene scouleri ssp. hallii,simple campion,Perennial,Forb/herb
